NEST A1,NEST A3,NEST A5,NEST A7,NEST A9,NEST B2,NEST B4,NEST B6,NEST B8,NEST B10,NEST C1,NEST C3,NEST C5,NEST C7,NEST C9,NEST D2,NEST D4,NEST D6,NEST D8,NEST D10,NEST E1,NEST E3,NEST E5,NEST E7,NEST E9
33.118,32.911,32.807,33.014,33.014,31.166,30.862,31.166,31.268,31.574,31.778,30.963,31.166,31.166,31.37,31.574,31.268,31.166,31.166,31.166,32.291,31.88,31.676,31.574,31.472
33.118,32.911,32.807,33.014,33.014,31.166,30.862,31.166,31.268,31.574,31.778,30.963,31.166,31.166,31.37,31.574,31.268,31.166,31.166,31.166,32.291,31.88,31.676,31.574,31.472
33.118,32.911,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.166,31.472,31.574,31.268,31.166,31.166,31.166,32.291,31.88,31.676,31.574,31.472
33.118,32.911,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.166,31.472,31.574,31.268,31.166,31.166,31.166,32.394,31.88,31.676,31.574,31.472
33.118,32.911,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.268,31.472,31.574,31.268,31.166,31.166,31.166,32.394,31.88,31.676,31.574,31.472
33.118,32.911,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.268,31.472,31.574,31.268,31.268,31.166,31.268,32.394,31.88,31.676,31.574,31.472
33.118,33.014,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.268,31.472,31.574,31.268,31.268,31.166,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.268,31.472,31.574,31.37,31.268,31.166,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.014,33.118,31.166,30.862,31.166,31.37,31.574,31.778,30.963,31.166,31.268,31.472,31.676,31.37,31.268,31.166,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.014,33.118,31.268,30.862,31.166,31.37,31.574,31.778,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.014,33.118,31.268,30.862,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.118,33.118,31.268,30.862,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.88,31.676,31.574,31.472
33.222,33.014,32.807,33.118,33.118,31.268,30.862,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.983,31.676,31.574,31.472
33.222,33.014,32.807,33.118,33.118,31.268,30.862,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.014,32.807,33.118,33.118,31.268,30.862,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.014,32.911,33.118,33.222,31.268,30.963,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.014,32.911,33.118,33.222,31.268,30.963,31.268,31.37,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.268,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.118,33.222,31.268,30.963,31.268,31.472,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.37,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.222,31.37,30.963,31.268,31.472,31.574,31.88,31.064,31.166,31.268,31.472,31.676,31.37,31.37,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.222,31.37,30.963,31.268,31.472,31.574,31.983,31.064,31.166,31.37,31.472,31.676,31.37,31.37,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.222,31.37,30.963,31.268,31.472,31.574,31.983,31.064,31.166,31.37,31.472,31.676,31.472,31.37,31.268,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.222,31.37,30.963,31.268,31.472,31.574,32.086,31.064,31.166,31.37,31.472,31.676,31.472,31.37,31.37,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.326,31.37,30.963,31.268,31.472,31.574,32.086,31.064,31.166,31.37,31.472,31.778,31.472,31.37,31.37,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,32.911,33.222,33.326,31.37,30.963,31.268,31.472,31.676,32.086,31.064,31.166,31.37,31.472,31.778,31.472,31.37,31.37,31.268,32.394,31.983,31.676,31.676,31.472
33.326,33.118,33.014,33.222,33.326,31.37,30.963,31.268,31.472,31.676,32.086,31.064,31.166,31.37,31.472,31.778,31.472,31.37,31.37,31.37,32.394,31.983,31.676,31.676,31.472
33.326,33.118,33.014,33.222,33.326,31.37,30.963,31.268,31.472,31.676,32.086,31.064,31.166,31.37,31.472,31.778,31.472,31.472,31.37,31.37,32.394,31.983,31.676,31.676,31.472
33.43,33.222,33.014,33.222,33.326,31.472,30.963,31.268,31.472,31.676,32.188,31.064,31.166,31.37,31.472,31.778,31.472,31.472,31.37,31.37,32.394,31.983,31.676,31.676,31.472
33.43,33.222,33.014,33.326,33.326,31.472,30.963,31.268,31.472,31.676,32.188,31.064,31.166,31.37,31.472,31.778,31.472,31.472,31.37,31.37,32.497,31.983,31.676,31.676,31.472
33.43,33.222,33.014,33.326,33.326,31.472,30.963,31.268,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.472,31.472,31.37,31.37,32.497,31.983,31.676,31.676,31.574
33.43,33.222,33.014,33.326,33.326,31.472,30.963,31.37,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.472,31.472,31.37,31.37,32.497,31.983,31.778,31.676,31.574
33.43,33.222,33.014,33.326,33.326,31.472,30.963,31.37,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.574,31.472,31.37,31.37,32.497,31.983,31.778,31.676,31.574
33.43,33.222,33.118,33.326,33.326,31.472,30.963,31.37,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.574,31.472,31.472,31.37,32.497,31.983,31.778,31.676,31.574
33.43,33.222,33.118,33.326,33.326,31.472,30.963,31.37,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.574,31.472,31.472,31.37,32.497,31.983,31.778,31.778,31.574
33.43,33.222,33.118,33.326,33.326,31.574,30.963,31.37,31.472,31.676,32.188,31.064,31.268,31.37,31.472,31.778,31.574,31.472,31.472,31.37,32.497,31.983,31.778,31.778,31.574
33.43,33.222,33.118,33.326,33.43,31.574,30.963,31.37,31.574,31.676,32.188,31.064,31.268,31.37,31.574,31.88,31.574,31.574,31.472,31.472,32.497,31.983,31.778,31.778,31.574
33.43,33.326,33.118,33.43,33.43,31.574,30.963,31.37,31.574,31.676,32.188,31.064,31.268,31.37,31.574,31.88,31.574,31.574,31.472,31.472,32.497,31.983,31.778,31.778,31.574
33.535,33.326,33.118,33.43,33.43,31.574,31.064,31.37,31.574,31.676,32.188,31.064,31.268,31.37,31.574,31.88,31.574,31.574,31.472,31.472,32.497,32.086,31.778,31.778,31.676
33.535,33.326,33.118,33.43,33.43,31.676,31.064,31.472,31.574,31.676,32.188,31.064,31.268,31.37,31.574,31.88,31.574,31.574,31.472,31.472,32.497,32.086,31.778,31.778,31.676
33.535,33.326,33.118,33.43,33.43,31.676,31.064,31.472,31.574,31.676,32.188,31.064,31.268,31.37,31.574,31.983,31.676,31.574,31.574,31.472,32.497,32.086,31.778,31.778,31.676
33.535,33.326,33.118,33.43,33.43,31.676,31.064,31.472,31.676,31.676,32.188,31.064,31.268,31.37,31.574,31.983,31.676,31.574,31.574,31.472,32.497,32.086,31.778,31.778,31.676
33.535,33.326,33.118,33.43,33.43,31.676,31.064,31.472,31.676,31.676,32.188,31.064,31.268,31.37,31.574,31.983,31.676,31.574,31.574,31.472,32.497,32.086,31.778,31.778,31.676
33.535,33.326,33.222,33.43,33.535,31.676,31.064,31.574,31.676,31.778,32.188,31.064,31.268,31.37,31.574,31.983,31.778,31.574,31.574,31.574,32.497,32.086,31.778,31.778,31.676
33.535,33.43,33.222,33.43,33.535,31.676,31.064,31.574,31.778,31.778,32.188,31.064,31.268,31.37,31.574,31.983,31.778,31.676,31.676,31.574,32.497,32.086,31.778,31.778,31.676
33.639,33.43,33.222,33.535,33.535,31.676,31.064,31.574,31.778,31.778,32.188,31.064,31.268,31.37,31.574,32.086,31.778,31.676,31.676,31.574,32.497,32.086,31.88,31.778,31.676
33.639,33.43,33.222,33.535,33.535,31.676,31.064,31.574,31.778,31.778,32.188,31.064,31.268,31.37,31.574,32.086,31.778,31.676,31.676,31.574,32.6,32.086,31.88,31.778,31.676
33.743,33.43,33.222,33.535,33.535,31.676,31.064,31.574,31.88,31.778,32.188,31.064,31.268,31.37,31.676,32.188,31.778,31.676,31.676,31.676,32.6,32.086,31.88,31.778,31.676
33.743,33.43,33.326,33.535,33.639,31.778,31.064,31.676,31.88,31.778,32.188,31.064,31.268,31.37,31.676,32.188,31.778,31.778,31.676,31.676,32.6,32.086,31.88,31.778,31.676
33.743,33.43,33.326,33.535,33.639,31.778,31.166,31.676,31.88,31.88,32.188,31.064,31.268,31.37,31.676,32.188,31.778,31.778,31.676,31.676,32.6,32.086,31.88,31.88,31.676
33.743,33.43,33.326,33.535,33.639,31.778,31.166,31.676,31.88,31.88,32.188,31.064,31.268,31.37,31.676,32.188,31.88,31.778,31.676,31.676,32.6,32.188,31.88,31.88,31.676
33.743,33.639,33.43,33.639,33.639,31.778,31.166,31.676,31.88,31.88,32.188,31.064,31.268,31.37,31.676,32.188,31.88,31.778,31.778,31.676,32.6,32.188,31.88,31.88,31.778
33.848,33.639,33.43,33.639,33.639,31.778,31.166,31.676,31.88,31.88,32.188,31.166,31.268,31.37,31.676,32.188,31.88,31.778,31.778,31.676,32.6,32.188,31.88,31.88,31.778
33.848,33.639,33.43,33.639,33.639,31.778,31.166,31.778,31.88,31.983,32.188,31.166,31.268,31.472,31.676,32.188,31.88,31.778,31.778,31.676,32.6,32.188,31.88,31.88,31.778
33.848,33.639,33.535,33.639,33.639,31.88,31.166,31.778,31.88,31.983,32.188,31.166,31.268,31.472,31.676,32.188,31.88,31.778,31.778,31.676,32.6,32.188,31.88,31.88,31.778
33.848,33.639,33.535,33.639,33.743,31.88,31.166,31.778,31.983,31.983,32.188,31.166,31.37,31.472,31.676,32.188,31.88,31.778,31.778,31.676,32.6,32.188,31.983,31.88,31.778
33.848,33.639,33.535,33.639,33.743,31.88,31.166,31.778,31.983,31.983,32.291,31.166,31.37,31.472,31.676,32.291,31.88,31.778,31.778,31.778,32.6,32.188,31.983,31.88,31.778
33.953,33.743,33.535,33.743,33.848,31.88,31.166,31.778,31.983,31.983,32.291,31.166,31.37,31.472,31.676,32.291,31.88,31.778,31.778,31.778,32.6,32.188,31.983,31.88,31.778
33.953,33.743,33.535,33.743,33.953,31.983,31.166,31.778,31.983,32.086,32.291,31.166,31.37,31.472,31.676,32.291,31.88,31.778,31.778,31.778,32.704,32.291,31.983,31.88,31.778
34.058,33.743,33.535,33.743,33.953,31.983,31.166,31.778,31.983,32.086,32.291,31.166,31.37,31.472,31.676,32.291,31.88,31.88,31.778,31.778,32.704,32.291,31.983,31.88,31.778
34.058,33.743,33.639,33.743,33.953,31.983,31.166,31.88,31.983,32.086,32.291,31.166,31.37,31.472,31.676,32.291,31.88,31.88,31.778,31.778,32.704,32.291,31.983,31.983,31.778
34.058,33.848,33.639,33.848,33.953,32.086,31.166,31.88,31.983,32.188,32.291,31.268,31.37,31.472,31.778,32.291,31.983,31.88,31.88,31.778,32.704,32.291,31.983,31.983,31.778
34.058,33.848,33.639,33.953,33.953,32.086,31.166,31.88,32.086,32.188,32.291,31.268,31.37,31.472,31.778,32.291,31.983,31.88,31.88,31.778,32.704,32.291,31.983,31.983,31.778
34.163,33.848,33.743,33.953,33.953,32.086,31.268,31.88,32.086,32.188,32.291,31.268,31.37,31.472,31.778,32.291,31.983,31.88,31.88,31.778,32.704,32.291,31.983,31.983,31.88
34.163,33.848,33.743,33.953,34.058,32.086,31.268,31.88,32.086,32.188,32.291,31.268,31.37,31.472,31.778,32.394,31.983,31.88,31.88,31.88,32.704,32.291,31.983,31.983,31.88
34.163,33.848,33.743,33.953,34.058,32.188,31.268,31.88,32.086,32.188,32.291,31.268,31.37,31.472,31.778,32.394,31.983,31.88,31.88,31.88,32.704,32.291,31.983,31.983,31.88
34.163,33.848,33.743,33.953,34.163,32.188,31.268,31.88,32.086,32.188,32.291,31.268,31.37,31.472,31.778,32.394,31.983,31.983,31.88,31.88,32.704,32.291,31.983,31.983,31.88
34.268,33.848,33.848,34.058,34.163,32.188,31.268,31.88,32.086,32.188,32.291,31.268,31.472,31.574,31.88,32.394,31.983,31.983,31.983,31.88,32.807,32.291,31.983,31.983,31.88
34.268,33.848,33.848,34.058,34.163,32.188,31.268,31.88,32.086,32.188,32.291,31.268,31.472,31.574,31.88,32.394,31.983,31.983,31.983,31.88,32.807,32.291,31.983,31.983,31.88
34.268,33.848,33.848,34.058,34.163,32.291,31.268,31.983,32.188,32.291,32.291,31.268,31.472,31.574,31.88,32.394,31.983,31.983,31.983,31.88,32.807,32.291,31.983,31.983,31.88
34.374,33.848,33.953,34.058,34.163,32.291,31.268,31.983,32.188,32.291,32.291,31.268,31.472,31.574,31.88,32.497,31.983,31.983,31.983,31.88,32.807,32.291,31.983,31.983,31.88
34.374,33.953,33.953,34.058,34.163,32.291,31.37,31.983,32.188,32.291,32.291,31.268,31.472,31.574,31.88,32.497,31.983,31.983,31.983,31.88,32.807,32.291,32.086,31.983,31.88
34.374,33.953,33.953,34.163,34.268,32.394,31.37,31.983,32.188,32.291,32.394,31.268,31.472,31.574,31.88,32.497,31.983,31.983,31.983,31.88,32.807,32.291,32.086,31.983,31.88
34.374,33.953,33.953,34.163,34.268,32.394,31.37,31.983,32.188,32.291,32.394,31.268,31.472,31.574,31.88,32.497,32.086,31.983,31.983,31.983,32.807,32.291,32.086,31.983,31.88
34.374,33.953,33.953,34.163,34.268,32.497,31.37,31.983,32.188,32.291,32.394,31.268,31.472,31.574,31.88,32.497,32.086,32.086,31.983,31.983,32.807,32.291,32.086,31.983,31.88
34.479,33.953,33.953,34.163,34.268,32.497,31.472,31.983,32.291,32.291,32.394,31.268,31.472,31.676,31.88,32.497,32.086,32.086,32.086,31.983,32.807,32.291,32.086,31.983,31.88
34.479,33.953,34.058,34.163,34.374,32.497,31.472,32.086,32.291,32.394,32.394,31.268,31.472,31.676,31.88,32.6,32.086,32.086,32.086,31.983,32.807,32.291,32.086,31.983,31.88
34.479,33.953,34.058,34.268,34.374,32.497,31.472,32.086,32.291,32.394,32.394,31.37,31.472,31.676,31.88,32.6,32.086,32.086,32.086,31.983,32.807,32.291,32.086,31.983,31.88
34.479,33.953,34.058,34.268,34.374,32.497,31.472,32.086,32.291,32.394,32.394,31.37,31.574,31.676,31.88,32.6,32.086,32.086,32.086,31.983,32.807,32.394,32.086,31.983,31.88
34.585,34.058,34.058,34.268,34.479,32.497,31.472,32.086,32.291,32.394,32.394,31.37,31.574,31.676,31.88,32.6,32.086,32.086,32.086,31.983,32.807,32.394,32.086,31.983,31.88
34.585,34.058,34.163,34.374,34.479,32.497,31.472,32.086,32.291,32.394,32.394,31.37,31.574,31.676,31.88,32.6,32.086,32.086,32.086,31.983,32.807,32.394,32.086,32.086,31.88
34.691,34.058,34.163,34.374,34.479,32.6,31.574,32.086,32.291,32.394,32.394,31.37,31.574,31.676,31.88,32.6,32.086,32.086,32.086,32.086,32.911,32.394,32.086,32.086,31.983
34.691,34.058,34.163,34.374,34.479,32.6,31.574,32.086,32.291,32.394,32.394,31.37,31.574,31.676,31.88,32.6,32.086,32.086,32.086,32.086,32.911,32.394,32.188,32.086,31.983
34.691,34.163,34.163,34.374,34.585,32.704,31.676,32.086,32.394,32.394,32.394,31.472,31.574,31.676,31.88,32.6,32.086,32.188,32.188,32.086,32.911,32.497,32.188,32.086,32.086
34.691,34.163,34.163,34.479,34.585,32.704,31.676,32.086,32.394,32.497,32.394,31.472,31.574,31.676,31.88,32.704,32.188,32.188,32.188,32.086,32.911,32.497,32.188,32.188,32.086
34.691,34.163,34.163,34.479,34.585,32.704,31.778,32.086,32.394,32.497,32.394,31.472,31.574,31.676,31.88,32.704,32.188,32.188,32.188,32.086,32.911,32.497,32.291,32.188,32.086
34.691,34.163,34.163,34.479,34.585,32.704,31.778,32.086,32.394,32.497,32.394,31.472,31.574,31.676,31.88,32.704,32.188,32.188,32.188,32.086,32.911,32.6,32.291,32.188,32.188
34.796,34.163,34.268,34.479,34.691,32.704,31.778,32.086,32.394,32.497,32.497,31.472,31.574,31.676,31.88,32.704,32.188,32.188,32.188,32.086,32.911,32.6,32.291,32.188,32.188
34.796,34.163,34.268,34.479,34.691,32.704,31.778,32.086,32.394,32.6,32.497,31.472,31.574,31.676,31.983,32.704,32.188,32.188,32.291,32.188,32.911,32.6,32.291,32.291,32.188
34.796,34.163,34.374,34.585,34.691,32.807,31.778,32.086,32.497,32.6,32.497,31.472,31.574,31.676,31.983,32.704,32.188,32.188,32.291,32.188,32.911,32.6,32.291,32.291,32.188
34.903,34.163,34.374,34.585,34.691,32.807,31.778,32.188,32.497,32.6,32.497,31.472,31.676,31.778,31.983,32.704,32.188,32.291,32.291,32.188,32.911,32.6,32.291,32.291,32.188
34.903,34.163,34.374,34.691,34.796,32.911,31.778,32.188,32.497,32.6,32.497,31.472,31.676,31.778,31.983,32.704,32.188,32.291,32.291,32.188,32.911,32.704,32.394,32.291,32.188
,34.268,,,,,31.88,32.188,32.497,32.6,32.497,31.472,31.676,31.778,31.983,32.807,32.188,32.291,32.291,32.188,32.911,32.704,32.394,32.291,32.188
,34.268,,,,,31.88,32.188,32.497,32.704,32.6,31.472,31.676,31.778,31.983,32.807,32.291,32.291,32.291,32.188,32.911,32.704,32.394,32.291,32.188
,34.268,,,,,31.88,32.188,32.497,32.704,32.6,31.472,31.676,31.778,32.086,32.807,32.291,32.291,32.291,32.188,33.014,32.704,32.394,32.291,32.188
,34.268,,,,,31.88,32.188,32.497,32.704,32.6,31.472,31.676,31.778,32.086,32.807,32.291,32.394,32.291,32.188,33.014,32.704,32.394,32.291,32.291
,34.268,,,,,31.88,32.291,32.497,32.704,32.6,31.472,31.676,31.778,32.086,32.807,32.291,32.394,32.291,32.291,33.118,32.704,32.394,32.394,32.291
,34.268,,,,,31.88,32.291,32.6,32.807,32.6,31.472,31.676,31.778,32.188,32.807,32.291,32.394,32.394,32.291,33.222,32.704,32.394,32.394,32.291
,34.374,,,,,31.88,32.291,32.6,32.807,32.6,31.472,31.676,31.778,32.188,32.911,32.291,32.394,32.394,32.291,33.222,32.704,32.394,32.394,32.291
,34.374,,,,,31.88,32.291,32.6,32.911,32.6,31.472,31.676,31.778,32.188,32.911,32.291,32.394,32.394,32.291,33.222,32.807,32.497,32.394,32.291
,34.374,,,,,31.983,32.394,32.704,32.911,32.6,31.472,31.676,31.778,32.188,32.911,32.291,32.497,32.394,32.394,33.222,32.807,32.497,32.394,32.291
,34.374,,,,,31.983,32.394,32.807,33.014,32.6,31.574,31.778,31.778,32.188,32.911,32.291,32.497,32.394,32.394,33.222,32.807,32.497,32.394,32.291
,34.374,,,,,31.983,32.394,32.807,33.014,32.6,31.574,31.778,31.778,32.291,33.014,32.394,32.497,32.497,32.394,33.326,32.807,32.497,32.394,32.291
,34.479,,,,,31.983,32.497,32.807,33.014,32.6,31.574,31.778,31.88,32.291,33.014,32.394,32.497,32.497,32.497,33.326,32.807,32.497,32.394,32.291
,,,,,,31.983,,,,,,31.778,31.88,,,32.394,,,,,,,,
,,,,,,31.983,,,,,,31.778,31.88,,,32.394,,,,,,,,
,,,,,,31.983,,,,,,31.778,31.88,,,32.394,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.88,,,32.394,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.88,,,32.394,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.983,,,32.394,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.983,,,32.497,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.983,,,32.497,,,,,,,,
,,,,,,32.086,,,,,,31.88,31.983,,,32.497,,,,,,,,
,,,,,,32.188,,,,,,31.88,31.983,,,32.497,,,,,,,,
,,,,,,32.188,,,,,,31.88,32.086,,,32.497,,,,,,,,
,,,,,,32.188,,,,,,31.88,32.086,,,32.497,,,,,,,,